Kecamatan,Tanggal,Curah Hujan,Debit Air,Muka Air,Tinggi Banjir,Banjir Ya/Tidak
Cisondari-Pasir Jambu,2020-08-19,-,"1,65","0,73",-,0
Dayeuhkolot,2020-08-19,-,10.25,3.18,-,0
Cisondari-Pasir Jambu,2020-08-20,-,"1,59","0,46",-,0
Dayeuhkolot,2020-08-20,-,10.05,3.16,-,0
Cisondari-Pasir Jambu,2020-08-21,-,"1,51","0,52",-,0
Dayeuhkolot,2020-08-21,-,9.54,3.1,-,0
Cisondari-Pasir Jambu,2020-08-22,-,"1,46","0,46",-,0
Dayeuhkolot,2020-08-22,-,9.38,3.08,-,0
Cisondari-Pasir Jambu,2020-08-23,-,"1,52","0,26",-,0
Dayeuhkolot,2020-08-23,-,9.2,3.06,-,0
Cisondari-Pasir Jambu,2020-08-24,-,"1,59","0,55",-,0
Dayeuhkolot,2020-08-24,-,9.29,3.07,-,0
Cisondari-Pasir Jambu,2020-08-25,-,"1,53","0,62",-,0
Dayeuhkolot,2020-08-25,-,9.33,3.08,-,0
Cisondari-Pasir Jambu,2020-08-26,-,"1,46","0,54",-,0
Dayeuhkolot,2020-08-26,-,8.73,3,-,0
Cisondari-Pasir Jambu,2020-08-27,-,"1,37","0,52",-,0
Dayeuhkolot,2020-08-27,-,08.01,2.9,-,0
Cisondari-Pasir Jambu,2020-08-28,-,"1,4","0,43",-,0
Dayeuhkolot,2020-08-28,-,7.87,2.89,-,0
Cisondari-Pasir Jambu,2020-08-29,-,"1,33","0,46",-,0
Dayeuhkolot,2020-08-29,-,7.66,2.86,-,0
Cisondari-Pasir Jambu,2020-08-30,-,"1,31","0,53",-,0
Dayeuhkolot,2020-08-30,-,7.55,2.85,-,0
Cisondari-Pasir Jambu,2020-08-31,-,"1,6","0,65",-,0
Dayeuhkolot,2020-08-31,-,7.74,2.88,-,0
Ciluluk,2020-09-01,-,0.07,0.52,-,0
Dayeuhkolot,2020-09-01,-,7.41,2.83,-,0
Ciluluk,2020-09-02,-,0.06,0.5,-,0
Dayeuhkolot,2020-09-02,-,10.29,3.2,-,0
Ciluluk,2020-09-03,-,0,0.26,-,0
Dayeuhkolot,2020-09-03,-,11.2,3.31,-,0
Ciluluk,2020-09-04,0,0,0.29,-,0
Dayeuhkolot,2020-09-04,-,8.5,2.97,-,0
Ciluluk,2020-09-05,-,0,0.29,-,0
Dayeuhkolot,2020-09-05,-,7.71,2.89,-,0
Ciluluk,2020-09-06,-,0,0.36,-,0
Dayeuhkolot,2020-09-06,-,7.49,2.85,-,0
Ciluluk,2020-09-07,-,0.03,0.42,-,0
Dayeuhkolot,2020-09-07,-,7.33,2.83,-,0
Ciluluk,2020-09-08,-,0.11,0.58,-,0
Dayeuhkolot,2020-09-08,-,7.3,2.83,-,0
Ciluluk,2020-09-09,-,0.17,0.64,-,0
Dayeuhkolot,2020-09-09,-,7.41,2.85,-,0
Ciluluk,2020-09-10,-,0.2,0.66,-,0
Dayeuhkolot,2020-09-10,-,7.3,2.84,-,0
Ciluluk,2020-09-11,-,0,0.23,-,0
Dayeuhkolot,2020-09-11,-,7.25,2.83,-,0
Ciluluk,2020-09-12,-,0,0.31,-,0
Dayeuhkolot,2020-09-12,-,7.1,2.81,-,0
Ciluluk,2020-09-13,-,0,0.32,-,0
Dayeuhkolot,2020-09-13,-,6.99,2.8,-,0
Ciluluk,2020-09-14,-,0.08,0.54,-,0
Dayeuhkolot,2020-09-14,-,7.42,2.87,-,0
Ciluluk,2020-09-15,-,0.15,0.62,-,0
Dayeuhkolot,2020-09-15,0.0,7.37,2.86,-,0
Ciluluk,2020-09-16,-,0.11,0.58,-,0
Dayeuhkolot,2020-09-16,8.0,7.6,2.9,-,0
Ciluluk,2020-09-17,-,0.03,0.43,-,0
Dayeuhkolot,2020-09-17,0.0,7.35,2.86,-,0
Ciluluk,2020-09-18,-,0.03,0.43,-,0
Dayeuhkolot,2020-09-18,1.0,7.36,2.87,-,0
Ciluluk,2020-09-19,-,0.01,0.38,-,0
Dayeuhkolot,2020-09-19,-,7.2,2.85,-,0
Ciluluk,2020-09-20,-,0,0.3,-,0
Dayeuhkolot,2020-09-20,0.0,7.24,2.86,-,0
Ciluluk,2020-09-21,4,0.03,0.43,-,0
Dayeuhkolot,2020-09-21,0.0,7.77,2.94,-,0
Ciluluk,2020-09-22,0,0.12,0.58,-,0
Dayeuhkolot,2020-09-22,3.5,9.32,3.15,-,0
Ciluluk,2020-09-23,-,0.53,0.86,-,0
Dayeuhkolot,2020-09-23,0.0,19.95,4.22,-,0
Ciluluk,2020-09-24,-,0.28,0.73,-,0
Dayeuhkolot,2020-09-24,-,9.4,3.14,-,0
Ciluluk,2020-09-25,-,0.2,0.67,-,0
Dayeuhkolot,2020-09-25,-,8.1,2.99,-,0
Ciluluk,2020-09-26,-,0.1,0.55,-,0
Dayeuhkolot,2020-09-26,-,7.62,2.93,-,0
Ciluluk,2020-09-27,4.5,0.1,0.58,-,0
Dayeuhkolot,2020-09-27,-,7.6,2.93,-,0
Ciluluk,2020-09-28,-,0.17,0.65,-,0
Dayeuhkolot,2020-09-28,-,8.13,03.01,-,0
Ciluluk,2020-09-29,-,0.15,0.63,-,0
Dayeuhkolot,2020-09-29,-,7.43,2.91,-,0
Ciluluk,2020-09-30,-,0.17,0.65,-,0
Dayeuhkolot,2020-09-30,-,7.15,2.87,-,0
Ciluluk,2020-10-01,-,0.14,0.62,-,0
Dayeuhkolot,2020-10-01,-,7.19,2.88,-,0
Ciluluk,2020-10-02,-,0.17,0.65,-,0
Dayeuhkolot,2020-10-02,-,07.02,2.85,-,0
Ciluluk,2020-10-03,-5,0.48,0.83,-,0
Dayeuhkolot,2020-10-03,0.0,7.72,2.96,-,0
Ciluluk,2020-10-04,10,0.46,0.83,-,0
Dayeuhkolot,2020-10-04,4.0,8.81,3.12,-,0
Ciluluk,2020-10-05,-,0.27,0.72,-,0
Dayeuhkolot,2020-10-05,-,7.93,3,-,0
Ciluluk,2020-10-06,-,0.24,0.71,-,0
Dayeuhkolot,2020-10-06,3.0,08.07,3.02,-,0
Ciluluk,2020-10-07,-,0.2,0.68,-,0
Dayeuhkolot,2020-10-07,-,7.72,2.97,-,0
Ciluluk,2020-10-08,-,0.19,0.67,-,0
Dayeuhkolot,2020-10-08,-,7.91,3,-,0
Ciluluk,2020-10-09,-,0.21,0.68,-,0
Dayeuhkolot,2020-10-09,9.5,8.7,3.12,-,0
Ciluluk,2020-10-10,2.5,0.28,0.74,-,0
Dayeuhkolot,2020-10-10,5.0,9.37,3.2,-,0
Ciluluk,2020-10-11,-,0.26,0.73,-,0
Dayeuhkolot,2020-10-11,-,8.56,3.1,-,0
Ciluluk,2020-10-12,-,0.24,0.71,-,0
Dayeuhkolot,2020-10-12,1.5,7.7,2.98,-,0
Ciluluk,2020-10-13,-,0.22,0.7,-,0
Dayeuhkolot,2020-10-13,-,7.84,3.01,-,0
Ciluluk,2020-10-14,-,0.2,0.68,-,0
Dayeuhkolot,2020-10-14,-,7.55,2.96,-,0
Ciluluk,2020-10-15,-,0.18,0.67,-,0
Dayeuhkolot,2020-10-15,-,7.29,2.93,-,0
Ciluluk,2020-10-16,-,0.24,0.71,-,0
Dayeuhkolot,2020-10-16,-,8.87,3.15,-,0
Ciluluk,2020-10-17,-,0.49,0.86,-,0
Dayeuhkolot,2020-10-17,21.5,10.7,3.38,-,0
Ciluluk,2020-10-18,-2,0.31,0.76,-,0
Dayeuhkolot,2020-10-18,-,10.17,3.32,-,0
Ciluluk,2020-10-19,-,0.23,0.71,-,0
Dayeuhkolot,2020-10-19,-,8.85,3.15,-,0
Ciluluk,2020-10-20,-,0.75,0.9,-,0
Dayeuhkolot,2020-10-20,2.5,10.94,3.41,-,0
Ciluluk,2020-10-21,27.5,7.84,1.92,-,0
Dayeuhkolot,2020-10-21,7.5,26.4,4.75,-,0
Ciluluk,2020-10-22,33,7.63,1.9,-,0
Dayeuhkolot,2020-10-22,12.5,20.25,4.31,-,0
Ciluluk,2020-10-23,7,8.56,1.96,-,0
Dayeuhkolot,2020-10-23,9.5,21.93,4.44,-,0
Ciparay,2020-10-24,23,"3,27","0,41",0.1,1
Dayeuhkolot,2020-10-24,-,19.17,4.22,0.1,1
Dayeuhkolot,2020-10-25,32.5,29.3,4.94,-,0
Dayeuhkolot,2020-10-26,14.5,34.78,5.29,-,0
Dayeuhkolot,2020-10-27,2.5,28.02,4.85,-,0
Dayeuhkolot,2020-10-28,11.0,29.6,4.91,-,0
Dayeuhkolot,2020-10-29,24.5,23.36,4.57,-,0
Dayeuhkolot,2020-10-30,0.0,17.06,4.05,-,0
Dayeuhkolot,2020-10-31,0.0,14.98,3.87,-,0
Dayeuhkolot,2020-11-01,10.5,23.82,4.62,-,0
Dayeuhkolot,2020-11-02,1.0,19.51,4.27,-,0
Dayeuhkolot,2020-11-03,-,14.61,3.85,-,0
Dayeuhkolot,2020-11-04,-,12.57,3.64,-,0
Dayeuhkolot,2020-11-05,0.0,10.79,3.45,-,0
Dayeuhkolot,2020-11-06,0.0,10.89,3.47,-,0
Dayeuhkolot,2020-11-07,-,9.79,3.33,-,0
Dayeuhkolot,2020-11-08,0.0,9.32,3.28,-,0
Dayeuhkolot,2020-11-09,-,9.5,3.3,-,0
Dayeuhkolot,2020-11-10,-,9.18,3.26,-,0
Dayeuhkolot,2020-11-11,13.0,9.39,3.29,-,0
Dayeuhkolot,2020-11-12,5.0,9.3,3.25,-,0
Dayeuhkolot,2020-11-13,-,8.68,3.2,-,0
Dayeuhkolot,2020-11-14,-,8.89,3.23,-,0
Dayeuhkolot,2020-11-15,30.5,10.81,3.47,-,0
Dayeuhkolot,2020-11-16,-,8.97,3.23,-,0
Dayeuhkolot,2020-11-17,-,8.91,3.23,-,0
Dayeuhkolot,2020-11-18,-,8.11,3.11,-,0
Dayeuhkolot,2020-11-19,0.0,8.39,3.16,-,0
Dayeuhkolot,2020-11-20,-,8.76,3.2,-,0
Dayeuhkolot,2020-11-21,10.5,16.14,4.03,-,0
Dayeuhkolot,2020-11-22,24.5,14.3,3.83,-,0
Dayeuhkolot,2020-11-23,24.0,15.78,3.95,-,0
Dayeuhkolot,2020-11-24,4.0,24.13,4.66,-,0
Dayeuhkolot,2020-11-25,27.5,26.65,4.79,0.3,1
Bojongsoang,2020-11-26,4.5,69.47,02.02,-,0
Dayeuhkolot,2020-11-26,37.0,18.34,4.15,-,0
Bojongsoang,2020-11-27,1.5,55.58,1.83,-,0
Dayeuhkolot,2020-11-27,-,13.17,3.72,-,0
Bojongsoang,2020-11-28,-,85.58,2.22,-,0
Dayeuhkolot,2020-11-28,6.5,19.4,4.28,-,0
Bojongsoang,2020-11-29,0,73.05,02.06,-,0
Dayeuhkolot,2020-11-29,0.5,18.86,4.24,-,0
Bojongsoang,2020-11-30,2,62.42,1.93,-,0
Dayeuhkolot,2020-11-30,3.0,15.02,3.91,-,0
Bojongsoang,2020-12-01,0,79.27,2.13,-,0
Dayeuhkolot,2020-12-01,2.0,16.14,4.02,-,0
Bojongsoang,2020-12-02,5.5,56.84,1.85,-,0
Dayeuhkolot,2020-12-02,0.0,18.65,4.22,-,0
Bojongsoang,2020-12-03,1,63.83,1.95,-,0
Dayeuhkolot,2020-12-03,8.0,17.07,4.08,-,0
Bojongsoang,2020-12-04,1.5,51.34,1.77,-,0
Dayeuhkolot,2020-12-04,1.5,13.52,3.76,-,0
Bojongsoang,2020-12-05,3,44.11,1.65,-,0
Dayeuhkolot,2020-12-05,1.5,12.21,3.62,-,0
Bojongsoang,2020-12-06,5.5,53.91,1.81,-,0
Dayeuhkolot,2020-12-06,5.5,12.6,3.67,-,0
Bojongsoang,2020-12-07,-,54.09,1.81,-,0
Dayeuhkolot,2020-12-07,6.0,14.09,3.82,-,0
Bojongsoang,2020-12-08,-,42.48,1.62,-,0
Dayeuhkolot,2020-12-08,0.0,11.91,3.58,-,0
Bojongsoang,2020-12-09,0,41.11,1.6,-,0
Dayeuhkolot,2020-12-09,-,10.55,3.43,-,0
Bojongsoang,2020-12-10,-,36.97,1.53,-,0
Dayeuhkolot,2020-12-10,-,10.13,3.38,-,0
Bojongsoang,2020-12-11,6,32.17,1.43,-,0
Dayeuhkolot,2020-12-11,-,9.88,3.35,-,0
Bojongsoang,2020-12-12,14.5,29.66,1.38,-,0
Dayeuhkolot,2020-12-12,7.5,9.8,3.34,-,0
Bojongsoang,2020-12-13,2.5,29.13,1.37,-,0
Dayeuhkolot,2020-12-13,15.0,9.77,3.32,-,0
Cicalengka,2020-12-14,2.5,03.08,1.44,0.1,1
Dayeuhkolot,2020-12-14,3.0,13.64,3.78,0.1,1
Cipanas - Margamukti,2020-12-15,9,"3,87","0,42",-,0
Dayeuhkolot,2020-12-15,2.0,18.36,4.22,-,0
Cipanas - Margamukti,2020-12-16,6,"4,96","0,52",-,0
Dayeuhkolot,2020-12-16,16.0,19.62,4.31,-,0
Cipanas - Margamukti,2020-12-17,12,"4,96","0,52",-,0
Dayeuhkolot,2020-12-17,1.5,20.6,4.35,-,0
Cipanas - Margamukti,2020-12-18,8,"5,75","0,57",-,0
Dayeuhkolot,2020-12-18,0.0,16.7,4.06,-,0
Cipanas - Margamukti,2020-12-19,1,"5,39","0,55",-,0
Dayeuhkolot,2020-12-19,7.0,15.89,3.99,-,0
Cipanas - Margamukti,2020-12-20,2,"4,15","0,46",-,0
Dayeuhkolot,2020-12-20,-,12.25,3.62,-,0
Cipanas - Margamukti,2020-12-21,24,"4,8","0,51",-,0
Dayeuhkolot,2020-12-21,-,10.82,3.47,-,0
Cipanas - Margamukti,2020-12-22,4,"4,94","0,52",-,0
Dayeuhkolot,2020-12-22,0.0,11.07,3.5,-,0
Cipanas - Margamukti,2020-12-23,-,"4,96","0,52",-,0
Dayeuhkolot,2020-12-23,9.5,17.02,4.1,-,0
Dayeuhkolot,2020-12-24,83.0,19.53,4.28,0.3,1
Cipanas - Margamukti,2020-12-25,24,"3,87","0,44",-,0
Dayeuhkolot,2020-12-25,33.0,51.54,6.16,-,0
Cipanas - Margamukti,2020-12-26,"13,5","4,42","0,49",-,0
Dayeuhkolot,2020-12-26,1.5,34.19,5.24,-,0
Cipanas - Margamukti,2020-12-27,5,"4,43","0,48",-,0
Dayeuhkolot,2020-12-27,0.0,21.89,4.47,-,0
Cipanas - Margamukti,2020-12-28,26,"4,17","0,47",-,0
Dayeuhkolot,2020-12-28,0.0,20.51,4.39,-,0
Cipanas - Margamukti,2020-12-29,21,"4,57","0,49",-,0
Dayeuhkolot,2020-12-29,-,15.42,3.9,-,0
Cipanas - Margamukti,2020-12-30,1,"6,77","0,63",-,0
Dayeuhkolot,2020-12-30,4.5,16.26,4.03,-,0
Cipanas - Margamukti,2020-12-31,16,"5,88","0,58",-,0
Dayeuhkolot,2020-12-31,4.5,16.46,4.02,-,0
Cipanas - Margamukti,2021-01-01,-,"8,16","0,6",-,0
Dayeuhkolot,2021-01-01,-,17.59,3.88,-,0
Cipanas - Margamukti,2021-01-02,6,"7,16","0,55",-,0
Dayeuhkolot,2021-01-02,-,16.61,3.78,-,0
Cipanas - Margamukti,2021-01-03,5,"7,02","0,54",-,0
Dayeuhkolot,2021-01-03,2,16.89,3.81,-,0
Cipanas - Margamukti,2021-01-04,3,"5,66","0,46",-,0
Dayeuhkolot,2021-01-04,6.5,23.4,4.35,-,0
Cipanas - Margamukti,2021-01-05,2,"5,82","0,47",-,0
Dayeuhkolot,2021-01-05,5,23.01,4.3,-,0
Cipanas - Margamukti,2021-01-06,12,"7,31","0,55",-,0
Dayeuhkolot,2021-01-06,-,18.57,3.93,-,0
Cipanas - Margamukti,2021-01-07,-,"7,56","0,56",-,0
Dayeuhkolot,2021-01-07,1.5,19.03,3.98,-,0
Cipanas - Margamukti,2021-01-08,12,"4,48","0,36",-,0
Dayeuhkolot,2021-01-08,1.5,16.61,3.75,-,0
Dayeuhkolot,2021-01-09,1,17.62,3.83,0.3,1
Cisondari-Pasir Jambu,2021-01-10,"40,5","4,53","0,48",-,0
Dayeuhkolot,2021-01-10,16,40.42,5.39,-,0
Cisondari-Pasir Jambu,2021-01-11,"26,5","7,3","0,61",-,0
Dayeuhkolot,2021-01-11,24,48.83,5.78,-,0
Cicalengka,2021-01-12,46.5,5.64,3.35,0.4,1
Dayeuhkolot,2021-01-12,5.5,49.76,5.82,0.4,1
Cisondari-Pasir Jambu,2021-01-13,"2,5","10,84","0,78",-,0
Dayeuhkolot,2021-01-13,11,54.93,6.04,-,0
Cisondari-Pasir Jambu,2021-01-14,"6,5","12,38","0,83",-,0
Dayeuhkolot,2021-01-14,11,45.48,5.59,-,0
Cisondari-Pasir Jambu,2021-01-15,1,"9,26","0,71",-,0
Dayeuhkolot,2021-01-15,8,38.47,5.22,-,0
Cileunyi,2021-01-16,-,5.21,2.72,0.1,1
Dayeuhkolot,2021-01-16,-,31.69,4.83,0.1,1
Cisondari-Pasir Jambu,2021-01-17,-,"7,71","0,64",-,0
Dayeuhkolot,2021-01-17,3.5,37.04,5.14,-,0
Cisondari-Pasir Jambu,2021-01-18,-,"8,67","0,69",-,0
Dayeuhkolot,2021-01-18,-,26.61,4.48,-,0
Cisondari-Pasir Jambu,2021-01-19,"59,5","7,13","0,61",-,0
Dayeuhkolot,2021-01-19,4,24.72,4.35,-,0
Cisondari-Pasir Jambu,2021-01-20,"5,5","6,05","0,56",-,0
Dayeuhkolot,2021-01-20,1.5,21.69,4.11,-,0
Rancaekek,2021-01-21,2,1.57,1.79,0.1,1
Dayeuhkolot,2021-01-21,1,21.03,4.06,0.1,1
Cisondari-Pasir Jambu,2021-01-22,5,"6,84","0,6",-,0
Dayeuhkolot,2021-01-22,8.5,28.62,4.61,-,0
Cisondari-Pasir Jambu,2021-01-23,-,"9,22","0,69",-,0
Dayeuhkolot,2021-01-23,0,22.56,4.16,-,0
Cisondari-Pasir Jambu,2021-01-24,-,"11,97","0,8",-,0
Dayeuhkolot,2021-01-24,0,19.56,3.92,-,0
Cisondari-Pasir Jambu,2021-01-25,4,"8,94","0,68",-,0
Dayeuhkolot,2021-01-25,-,21.41,4.07,-,0
Cisondari-Pasir Jambu,2021-01-26,0,"7,25","0,61",-,0
Dayeuhkolot,2021-01-26,12,27.38,4.5,-,0
Cisondari-Pasir Jambu,2021-01-27,8,"6,36","0,56",-,0
Dayeuhkolot,2021-01-27,13.5,36.11,5.05,-,0
Cisondari-Pasir Jambu,2021-01-28,"10,5","7,43","0,61",-,0
Dayeuhkolot,2021-01-28,0,28.97,4.58,-,0
Cisondari-Pasir Jambu,2021-01-29,-,"8,92","0,68",-,0
Dayeuhkolot,2021-01-29,0,25.63,4.36,-,0
Cisondari-Pasir Jambu,2021-01-30,2,"7,54","0,62",-,0
Dayeuhkolot,2021-01-30,4,23.53,4.2,-,0
Cisondari-Pasir Jambu,2021-01-31,0,"6,38","0,56",-,0
Dayeuhkolot,2021-01-31,1.5,21.22,4.02,-,0
Ciluluk,2021-02-01,-,3.54,1.64,-,0
Dayeuhkolot,2021-02-01,0,19.59,3.88,-,0
Ciluluk,2021-02-02,2.5,3.42,1.67,-,0
Dayeuhkolot,2021-02-02,5.5,21.15,4.01,-,0
Ciluluk,2021-02-03,4,3.31,1.76,-,0
Dayeuhkolot,2021-02-03,5,24.01,4.22,-,0
Ciluluk,2021-02-04,3,3.20,1.69,-,0
Dayeuhkolot,2021-02-04,0,21.7,4.04,-,0
Ciluluk,2021-02-05,17.5,03.09,1.93,-,0
Dayeuhkolot,2021-02-05,18,26,4.35,-,0
Ciluluk,2021-02-06,3,2.98,1.82,-,0
Dayeuhkolot,2021-02-06,7,24.05,4.21,-,0
Ciluluk,2021-02-07,6.5,2.87,2.23,-,0
Dayeuhkolot,2021-02-07,23,33.22,4.81,-,0
Ciluluk,2021-02-08,12.5,2.76,2.58,0.3,1
Dayeuhkolot,2021-02-08,26.5,46.24,5.51,0.3,1
Ciluluk,2021-02-09,0,2.65,2.16,-,0
Dayeuhkolot,2021-02-09,11.5,33.55,4.78,-,0
Ciluluk,2021-02-10,0,2.54,1.87,-,0
Dayeuhkolot,2021-02-10,3,26.22,4.33,-,0
Ciluluk,2021-02-11,1.5,2.43,1.72,-,0
Dayeuhkolot,2021-02-11,1.5,23.84,4.16,-,0
Ciluluk,2021-02-12,-,2.32,1.62,-,0
Dayeuhkolot,2021-02-12,-,20.68,3.91,-,0
Ciluluk,2021-02-13,-,2.21,1.67,-,0
Dayeuhkolot,2021-02-13,-,22.97,4.08,-,0
Ciluluk,2021-02-14,-,2.10,1.47,-,0
Dayeuhkolot,2021-02-14,0,19.3,3.78,-,0
Ciluluk,2021-02-15,-,2.00,1.45,-,0
Dayeuhkolot,2021-02-15,-,18.73,3.73,-,0
Ciluluk,2021-02-16,0.5,1.92,1.46,-,0
Dayeuhkolot,2021-02-16,0,19.76,3.82,-,0
Ciluluk,2021-02-17,-,1.85,1.47,-,0
Dayeuhkolot,2021-02-17,0,19.08,3.76,-,0
Ciluluk,2021-02-18,-,1.77,1.48,-,0
Dayeuhkolot,2021-02-18,-,20,3.82,-,0
Ciluluk,2021-02-19,29,1.70,1.91,-,0
Dayeuhkolot,2021-02-19,17.5,20.91,3.84,-,0
Ciluluk,2021-02-20,0.5,1.63,1.68,-,0
Dayeuhkolot,2021-02-20,11,25.55,4.25,-,0
Ciluluk,2021-02-21,6,1.57,1.79,-,0
Dayeuhkolot,2021-02-21,23,30.56,4.56,-,0
Ciluluk,2021-02-22,0,1.50,1.54,-,0
Dayeuhkolot,2021-02-22,0,22.71,4.01,-,0
Ciluluk,2021-02-23,0,1.43,1.47,-,0
Dayeuhkolot,2021-02-23,-,21.31,3.9,-,0
Ciluluk,2021-02-24,3,1.36,1.45,-,0
Dayeuhkolot,2021-02-24,-,19.77,3.77,-,0
Ciluluk,2021-02-25,-,1.29,1.48,-,0
Dayeuhkolot,2021-02-25,-,19.96,3.78,-,0
Ciluluk,2021-02-26,15,1.22,1.93,-,0
Dayeuhkolot,2021-02-26,29,29.92,4.51,-,0
Ciluluk,2021-02-27,0,1.16,1.62,-,0
Dayeuhkolot,2021-02-27,1,23.6,4.04,-,0
Ciluluk,2021-02-28,-,1.10,1.46,-,0
Dayeuhkolot,2021-02-28,-,19.96,3.76,-,0
Ciluluk,2021-03-01,-,01.05,1.4,-,0
Dayeuhkolot,2021-03-01,-,19.38,3.71,-,0
Ciluluk,2021-03-02,42,0.99,1.95,-,0
Dayeuhkolot,2021-03-02,2.5,27.83,4.34,-,0
Ciluluk,2021-03-03,-,0.94,1.69,-,0
Dayeuhkolot,2021-03-03,1,22.61,3.95,-,0
Rancaekek,2021-03-04,21,0.90,1.96,0.8,1
Dayeuhkolot,2021-03-04,1,28.03,4.35,0.8,1
Dayeuhkolot,2021-03-05,18.5,31.6,4.56,-,0
Dayeuhkolot,2021-03-06,0,33.79,4.69,-,0
Dayeuhkolot,2021-03-07,29.5,34.44,4.72,-,0
Dayeuhkolot,2021-03-08,21,32.54,4.6,-,0
Dayeuhkolot,2021-03-09,0,30.36,4.46,-,0
Dayeuhkolot,2021-03-10,-,24.11,4.03,-,0
Dayeuhkolot,2021-03-11,-,27.31,4.23,-,0
Dayeuhkolot,2021-03-12,6.5,32.21,4.55,-,0
Dayeuhkolot,2021-03-13,5.5,27.19,4.23,-,0
Cicalengka,2021-03-14,16,0.57,1.64,0.4,1
Dayeuhkolot,2021-03-14,-,23.85,3.99,0.4,1
Dayeuhkolot,2021-03-15,-,21.7,3.82,-,0
Dayeuhkolot,2021-03-16,-,22.84,3.89,-,0
Dayeuhkolot,2021-03-17,16,30.02,4.4,-,0
Baleendah,2021-03-18,-,34.64,4.65,0.2,1
Dayeuhkolot,2021-03-18,35.5,31.75,4.49,0.2,1
Dayeuhkolot,2021-03-19,27,41.81,5.04,-,0
Dayeuhkolot,2021-03-20,3.5,41.46,5.03,-,0
Dayeuhkolot,2021-03-21,-,34.64,4.65,-,0
Dayeuhkolot,2021-03-22,-,35.59,4.71,-,0
Dayeuhkolot,2021-03-23,1.5,37.55,4.81,-,0
Dayeuhkolot,2021-03-24,41,48.16,5.36,-,0
Dayeuhkolot,2021-03-25,31.5,55.64,5.69,0.4,1
Dayeuhkolot,2021-03-26,42,68.3,6.2,-,0
Dayeuhkolot,2021-03-27,67.5,61.8,5.92,-,0
Dayeuhkolot,2021-03-28,11,63.15,5.99,-,0
Dayeuhkolot,2021-03-29,10,55.04,5.62,-,0
Cicalengka,2021-03-30,3.5,0.26,2.72,0.5,1
Dayeuhkolot,2021-03-30,1.5,43.45,5.08,0.5,1
Dayeuhkolot,2021-03-31,9,61.51,5.91,-,0
Kertasari,2021-04-01,-,4.31,0.42,0.5,1
Dayeuhkolot,2021-04-01,2,73.85,6.37,0.5,1
Cipaku,2021-04-02,-,-,2.6,-,0
Dayeuhkolot,2021-04-02,1,49.36,5.33,-,0
Cipaku,2021-04-03,4,-,2.33,-,0
Dayeuhkolot,2021-04-03,-,36.75,4.7,-,0
Cipaku,2021-04-04,0,-,2.14,-,0
Dayeuhkolot,2021-04-04,0,33.23,4.49,-,0
Cipaku,2021-04-05,-,-,1.99,-,0
Dayeuhkolot,2021-04-05,-,29.83,4.28,-,0
Cipaku,2021-04-06,-,-,1.82,-,0
Dayeuhkolot,2021-04-06,-,28.16,4.17,-,0
Cipaku,2021-04-07,-,-,1.75,-,0
Dayeuhkolot,2021-04-07,-,26,4.01,-,0
Cipaku,2021-04-08,-,-,1.71,-,0
Dayeuhkolot,2021-04-08,-,24.63,3.91,-,0
Cipaku,2021-04-09,-,-,1.56,-,0
Dayeuhkolot,2021-04-09,0,22.94,3.78,-,0
Cipaku,2021-04-10,-,-,1.47,-,0
Dayeuhkolot,2021-04-10,-,22.17,3.72,-,0
Cipaku,2021-04-11,30,-,1.53,-,0
Dayeuhkolot,2021-04-11,12.5,24.07,3.86,-,0
Cipaku,2021-04-12,0,-,2.23,-,0
Dayeuhkolot,2021-04-12,0,32.8,4.44,-,0
Ciparay,2021-04-13,6,"16,18","0,73",0.4,1
Dayeuhkolot,2021-04-13,3.5,32.5,4.4,0.4,1
Margahayu,2021-04-14,9,1.74,0.38,0.6,1
Dayeuhkolot,2021-04-14,15,32.99,4.43,0.6,1
Soreang,2021-04-15,"6,5","17,95","0,8",0.1,1
Dayeuhkolot,2021-04-15,3.5,32.1,4.36,0.1,1
Cipaku,2021-04-16,0,-,1.95,-,0
Dayeuhkolot,2021-04-16,1,31.51,4.33,-,0
Cipaku,2021-04-17,-,-,1.72,-,0
Dayeuhkolot,2021-04-17,-,27.91,4.08,-,0
Cipaku,2021-04-18,15,-,1.51,-,0
Dayeuhkolot,2021-04-18,4,24.12,3.82,-,0
Cipaku,2021-04-19,-,-,1.52,-,0
Dayeuhkolot,2021-04-19,-,25.1,3.89,-,0
Cipaku,2021-04-20,-,-,1.43,-,0
Dayeuhkolot,2021-04-20,-,22.84,3.71,-,0
Cipaku,2021-04-21,-,-,1.32,-,0
Dayeuhkolot,2021-04-21,-,21.18,3.58,-,0
Cipaku,2021-04-22,-,-,1.25,-,0
Dayeuhkolot,2021-04-22,-,20.28,3.5,-,0
Cipaku,2021-04-23,1,-,1.22,-,0
Dayeuhkolot,2021-04-23,55.5,20.3,3.5,-,0
Cipaku,2021-04-24,2,-,1.29,-,0
Dayeuhkolot,2021-04-24,16,23.82,3.77,-,0
Cipaku,2021-04-25,-,-,1.36,-,0
Dayeuhkolot,2021-04-25,0.5,23.26,3.72,-,0
Cipaku,2021-04-26,-,-,1.22,-,0
Dayeuhkolot,2021-04-26,-,20.52,3.49,-,0
Cipaku,2021-04-27,-,-,1.19,-,0
Dayeuhkolot,2021-04-27,11,19.99,3.45,-,0
Cipaku,2021-04-28,25,-,1.28,-,0
