Kecamatan,Tanggal,Curah Hujan,Debit Air,Muka Air,Tinggi Banjir,Banjir Ya/Tidak
Dayeuhkolot,2023-05-03,31.5,60.96,5.06,"0,3",1
Dayeuhkolot,2023-05-04,9.5,87.97,6.12,"0,4",1
Dayeuhkolot,2023-05-05,23.5,98.39,6.47,"0,4",1
Dayeuhkolot,2023-05-06,2,115.9,7.02,"0,5",1
Hantap,2023-05-07,6,"21,95","1,26",-,0
Dayeuhkolot,2023-05-07,50,90.61,6.18,-,0
Hantap,2023-05-08,"19,5","23,97","1,32",-,0
Dayeuhkolot,2023-05-08,40,85.95,6.03,-,0
Hantap,2023-05-09,8,"14,77",1,-,0
Dayeuhkolot,2023-05-09,-,85.86,6.02,-,0
Hantap,2023-05-10,-,"11,8","0,9",-,0
Dayeuhkolot,2023-05-10,-,66.47,5.27,-,0
Hantap,2023-05-11,-,"10,56","0,84",-,0
Dayeuhkolot,2023-05-11,-,57.03,4.87,-,0
Hantap,2023-05-12,-,"10,22","0,83",-,0
Dayeuhkolot,2023-05-12,-,52.4,4.65,-,0
Hantap,2023-05-13,25,"17,16","1,1",-,0
Dayeuhkolot,2023-05-13,1,55.34,4.79,-,0
Hantap,2023-05-14,-,"11,53","0,87",-,0
Dayeuhkolot,2023-05-14,-,53.23,4.67,-,0
Hantap,2023-05-15,-,"8,68","0,76",-,0
Dayeuhkolot,2023-05-15,-,45.14,4.28,-,0
Hantap,2023-05-16,-,"7,82","0,71",-,0
Dayeuhkolot,2023-05-16,-,42.74,4.16,-,0
Hantap,2023-05-17,-,"7,78","0,71",-,0
Dayeuhkolot,2023-05-17,-,41.34,4.08,-,0
Hantap,2023-05-18,-,"7,05","0,67",-,0
Dayeuhkolot,2023-05-18,-,40.31,4.03,-,0
Hantap,2023-05-19,-,"6,94","0,67",-,0
Dayeuhkolot,2023-05-19,-,40,4.01,-,0
Hantap,2023-05-20,-,"6,71","0,66",-,0
Dayeuhkolot,2023-05-20,-,39.99,4.01,-,0
Hantap,2023-05-21,-,"6,04","0,62",-,0
Dayeuhkolot,2023-05-21,23,44.93,4.28,-,0
Hantap,2023-05-22,0,"6,2","0,63",-,0
Dayeuhkolot,2023-05-22,39,44.82,4.26,-,0
Hantap,2023-05-23,-,"5,62","0,6",-,0
Dayeuhkolot,2023-05-23,-,40.88,4.04,-,0
Hantap,2023-05-24,-,"5,51","0,59",-,0
Dayeuhkolot,2023-05-24,14.5,39.62,3.99,-,0
Hantap,2023-05-25,"2,5","5,45","0,59",-,0
Dayeuhkolot,2023-05-25,0,38.74,3.93,-,0
Hantap,2023-05-26,0,"5,01","0,56",-,0
Dayeuhkolot,2023-05-26,-,37.12,3.84,-,0
Hantap,2023-05-27,-,"5,15","0,57",-,0
Dayeuhkolot,2023-05-27,-,37.04,3.84,-,0
Hantap,2023-05-28,-,"5,22","0,58",-,0
Dayeuhkolot,2023-05-28,-,36.84,3.8,-,0
Hantap,2023-05-29,17,"5,08","0,52",-,0
Dayeuhkolot,2023-05-29,5.5,34.39,3.65,-,0
Hantap,2023-05-30,0,"3,27","0,49",-,0
Dayeuhkolot,2023-05-30,-,42.26,4.13,-,0
Hantap,2023-05-31,-,"1,93","0,45",-,0
Dayeuhkolot,2023-05-31,-,40.43,4.02,-,0
Hantap,2023-06-01,-,"4,85","0,56",-,0
Dayeuhkolot,2023-06-01,-,34.86,3.7,-,0
Hantap,2023-06-02,-,"4,6","0,54",-,0
Dayeuhkolot,2023-06-02,-,33.62,3.62,-,0
Hantap,2023-06-03,18,"4,63","0,54",-,0
Dayeuhkolot,2023-06-03,12.5,34.19,3.66,-,0
Hantap,2023-06-04,-,"5,22","0,59",-,0
Dayeuhkolot,2023-06-04,6,34.13,3.66,-,0
Hantap,2023-06-05,0,"5,41","0,61",-,0
Dayeuhkolot,2023-06-05,16,43.67,4.21,-,0
Hantap,2023-06-06,0,"5,11","0,59",-,0
Dayeuhkolot,2023-06-06,16,46.66,4.37,-,0
Hantap,2023-06-07,-,"4,92","0,57",-,0
Dayeuhkolot,2023-06-07,-,39.14,3.94,-,0
Hantap,2023-06-08,-,"5,09","0,59",-,0
Dayeuhkolot,2023-06-08,-,36.58,3.8,-,0
Hantap,2023-06-09,"17,5","5,01","0,58",-,0
Dayeuhkolot,2023-06-09,-,35.26,3.72,-,0
Hantap,2023-06-10,-,"5,07","0,59",-,0
Dayeuhkolot,2023-06-10,-,33.63,3.62,-,0
Hantap,2023-06-11,-,"4,91","0,58",-,0
Dayeuhkolot,2023-06-11,-,32.52,3.55,-,0
Hantap,2023-06-12,-,"4,69","0,56",0.2,1
Dayeuhkolot,2023-06-12,-,32.06,3.53,0.2,1
Hantap,2023-06-13,-,"4,36","0,54",-,0
Dayeuhkolot,2023-06-13,0,31.6,3.49,-,0
Hantap,2023-06-14,-,"3,49","0,48",-,0
Dayeuhkolot,2023-06-14,8.5,31.32,3.47,-,0
Hantap,2023-06-15,"9,5","3,44","0,48",-,0
Dayeuhkolot,2023-06-15,3,31.79,3.51,-,0
Hantap,2023-06-16,14,"4,28","0,55",-,0
Dayeuhkolot,2023-06-16,37.5,37.29,3.85,-,0
Hantap,2023-06-17,-,"4,42","0,55",-,0
Dayeuhkolot,2023-06-17,-,44.71,4.26,-,0
Hantap,2023-06-18,-,"4,02","0,53",-,0
Dayeuhkolot,2023-06-18,-,42.04,4.11,-,0
Hantap,2023-06-19,60,"4,22","0,55",-,0
Dayeuhkolot,2023-06-19,15.5,40.85,4.04,-,0
Hantap,2023-06-20,-,"5,54","0,64",-,0
Dayeuhkolot,2023-06-20,-,66.61,5.3,-,0
Hantap,2023-06-21,-,"6,79","0,72",-,0
Dayeuhkolot,2023-06-21,-,50.66,4.55,-,0
Hantap,2023-06-22,-,"5,32","0,62",-,0
Dayeuhkolot,2023-06-22,-,42.1,4.11,-,0
Hantap,2023-06-23,-,"4,17","0,55",-,0
Dayeuhkolot,2023-06-23,79.5,38.07,3.89,-,0
Hantap,2023-06-24,-,4,"0,54",-,0
Dayeuhkolot,2023-06-24,0,37.15,3.83,-,0
Hantap,2023-06-25,-,"3,39","0,49",-,0
Dayeuhkolot,2023-06-25,18,36.88,3.82,-,0
Hantap,2023-06-26,-,"3,51","0,5",-,0
Dayeuhkolot,2023-06-26,-,41.85,4.11,-,0
Hantap,2023-06-27,5,"3,11","0,47",-,0
Dayeuhkolot,2023-06-27,28,43.18,4.18,-,0
Hantap,2023-06-28,0,"3,89","0,54",-,0
Dayeuhkolot,2023-06-28,-,42.48,4.13,-,0
Hantap,2023-06-29,-,"3,63","0,48",-,0
Dayeuhkolot,2023-06-29,-,37.05,3.82,-,0
Hantap,2023-06-30,-,"2,89","0,47",-,0
Dayeuhkolot,2023-06-30,-,35.13,3.71,-,0
Hantap,2023-07-01,-,"3,14","0,48",-,0
Dayeuhkolot,2023-07-01,-,33.22,3.59,-,0
Hantap,2023-07-02,20,"3,39","0,5",-,0
Dayeuhkolot,2023-07-02,11.5,34.18,3.66,-,0
Hantap,2023-07-03,-,"3,9","0,54",-,0
Dayeuhkolot,2023-07-03,-,33.28,3.59,-,0
Hantap,2023-07-04,0,3,"0,47",-,0
Dayeuhkolot,2023-07-04,2,32.37,3.54,-,0
Hantap,2023-07-05,6,"2,94","0,47",-,0
Dayeuhkolot,2023-07-05,-,32.89,3.57,-,0
Hantap,2023-07-06,0,"2,85","0,46",-,0
Dayeuhkolot,2023-07-06,-,38.83,3.94,-,0
Hantap,2023-07-07,"4,5","5,44","0,67",-,0
Dayeuhkolot,2023-07-07,-,37.93,3.88,-,0
Hantap,2023-07-08,6,"5,22","0,65",-,0
Dayeuhkolot,2023-07-08,28,37.71,3.87,-,0
Hantap,2023-07-09,-,"4,36","0,59",-,0
Dayeuhkolot,2023-07-09,-,47.32,4.4,-,0
Hantap,2023-07-10,-,"3,69","0,54",-,0
Dayeuhkolot,2023-07-10,-,39.66,3.97,-,0
Hantap,2023-07-11,-,"3,62","0,54",-,0
Dayeuhkolot,2023-07-11,-,36.05,3.76,-,0
Hantap,2023-07-12,-,"3,49","0,53",-,0
Dayeuhkolot,2023-07-12,-,33.88,3.63,-,0
Hantap,2023-07-13,-,"3,6","0,54",-,0
Dayeuhkolot,2023-07-13,-,31.78,3.5,-,0
Hantap,2023-07-14,-,"3,09","0,5",-,0
Dayeuhkolot,2023-07-14,-,31.09,3.45,-,0
Hantap,2023-07-15,-,"2,95","0,49",-,0
Dayeuhkolot,2023-07-15,-,30.33,3.4,-,0
Hantap,2023-07-16,-,"2,43","0,44",-,0
Dayeuhkolot,2023-07-16,-,29.87,3.37,-,0
Hantap,2023-07-17,-,"2,52","0,45",-,0
Dayeuhkolot,2023-07-17,-,29.9,3.37,-,0
Hantap,2023-07-18,-,"2,57","0,46",-,0
Dayeuhkolot,2023-07-18,-,29,3.31,-,0
Hantap,2023-07-19,-,"2,48","0,45",-,0
Dayeuhkolot,2023-07-19,-,28.21,3.26,-,0
Hantap,2023-07-20,-,"2,04","0,4",-,0
Dayeuhkolot,2023-07-20,-,27.3,3.19,-,0
Hantap,2023-07-21,-,"1,78","0,37",-,0
Dayeuhkolot,2023-07-21,-,28.32,3.27,-,0
Hantap,2023-07-22,-,"2,06","0,4",-,0
Dayeuhkolot,2023-07-22,-,29.09,3.32,-,0
Hantap,2023-07-23,-,"2,13","0,4",-,0
Dayeuhkolot,2023-07-23,-,27.45,3.2,-,0
Hantap,2023-07-24,-,"2,02","0,39",-,0
Dayeuhkolot,2023-07-24,-,27.73,3.23,-,0
Hantap,2023-07-25,-,"2,22","0,41",-,0
Dayeuhkolot,2023-07-25,-,28.43,3.27,-,0
Hantap,2023-07-26,70,"2,37","0,42",-,0
Dayeuhkolot,2023-07-26,6,33.49,3.61,-,0
Hantap,2023-07-27,-,"2,68","0,46",-,0
Dayeuhkolot,2023-07-27,-,31.21,3.45,-,0
Hantap,2023-07-28,-,"3,16","0,5",-,0
Dayeuhkolot,2023-07-28,-,28.99,3.31,-,0
Hantap,2023-07-29,-,"3,07","0,31",-,0
Dayeuhkolot,2023-07-29,-,27.56,3.21,-,0
Hantap,2023-07-30,-,"1,9","0,3",-,0
Dayeuhkolot,2023-07-30,-,27.4,3.2,-,0
Hantap,2023-07-31,44,"18,68","0,31",-,0
Dayeuhkolot,2023-07-31,-,27.28,3.19,-,0
Hantap,2023-08-01,-,"2,81","0,45",-,0
Dayeuhkolot,2023-08-01,-,29.38,3.34,-,0
Hantap,2023-08-02,-,"2,55","0,43",-,0
Dayeuhkolot,2023-08-02,-,27.84,3.22,-,0
Hantap,2023-08-03,39,"2,59","0,43",-,0
Dayeuhkolot,2023-08-03,-,28.73,3.29,-,0
Hantap,2023-08-04,-,"2,57","0,43",-,0
Dayeuhkolot,2023-08-04,-,28.41,3.27,-,0
Hantap,2023-08-05,-,"2,83","0,45",-,0
Dayeuhkolot,2023-08-05,-,27.5,3.2,-,0
Hantap,2023-08-06,-,"3,01","0,46",-,0
Dayeuhkolot,2023-08-06,-,27.47,3.2,-,0
Hantap,2023-08-07,15,"2,69","0,43",-,0
Dayeuhkolot,2023-08-07,14.5,27.19,3.18,-,0
Hantap,2023-08-08,-,"2,52","0,41",-,0
Dayeuhkolot,2023-08-08,-,27.57,3.21,-,0
Hantap,2023-08-09,-,"2,98","0,45",-,0
Dayeuhkolot,2023-08-09,-,27.15,3.18,-,0
Hantap,2023-08-10,-,"2,67","0,42",-,0
Dayeuhkolot,2023-08-10,-,27.45,3.2,-,0
Hantap,2023-08-11,-,"2,46","0,4",-,0
Dayeuhkolot,2023-08-11,-,27.03,3.17,-,0
Hantap,2023-08-12,-,"1,76","0,32",-,0
Dayeuhkolot,2023-08-12,-,27.08,3.17,-,0
Hantap,2023-08-13,-,"2,03","0,35",-,0
Dayeuhkolot,2023-08-13,-,26.13,3.1,-,0
Hantap,2023-08-14,-,"1,84","0,33",-,0
Dayeuhkolot,2023-08-14,-,26.52,3.13,-,0
Hantap,2023-08-15,-,"1,72","0,31",-,0
Dayeuhkolot,2023-08-15,-,26.47,3.13,-,0
Hantap,2023-08-16,-,"1,65","0,3",-,0
Dayeuhkolot,2023-08-16,-,25.84,3.08,-,0
Hantap,2023-08-17,-,"1,7","0,31",-,0
Dayeuhkolot,2023-08-17,-,25.86,3.08,-,0
Hantap,2023-08-18,-,"1,73","0,31",-,0
Dayeuhkolot,2023-08-18,-,25.41,3.05,-,0
Hantap,2023-08-19,-,"1,78","0,31",-,0
Dayeuhkolot,2023-08-19,-,25.25,3.04,-,0
Hantap,2023-08-20,-,"1,83","0,32",-,0
Dayeuhkolot,2023-08-20,-,25.24,3.04,-,0
Hantap,2023-08-21,-,"1,77","0,31",-,0
Dayeuhkolot,2023-08-21,-,25.56,3.06,-,0
Hantap,2023-08-22,-,"1,75","0,3",-,0
Dayeuhkolot,2023-08-22,-,25.25,3.04,-,0
Hantap,2023-08-23,-,"1,81","0,31",-,0
Dayeuhkolot,2023-08-23,-,25.22,3.04,-,0
Hantap,2023-08-24,-,"1,82","0,31",-,0
Dayeuhkolot,2023-08-24,-,25.79,3.08,-,0
Hantap,2023-08-25,-,"1,8","0,3",-,0
Dayeuhkolot,2023-08-25,-,24.82,3,-,0
Hantap,2023-08-26,-,"1,85","0,31",-,0
Dayeuhkolot,2023-08-26,-,15.1,2.13,-,0
Hantap,2023-08-27,0,"1,9","0,31",-,0
Dayeuhkolot,2023-08-27,0,14.2,2.06,-,0
Hantap,2023-08-28,-,"1,88","0,31",-,0
Dayeuhkolot,2023-08-28,-,14.81,2.13,-,0
Hantap,2023-08-29,-,"1,92","0,29",-,0
Dayeuhkolot,2023-08-29,-,24.78,3.01,-,0
Hantap,2023-08-30,-,"2,43","0,29",-,0
Dayeuhkolot,2023-08-30,-,25.68,3.06,-,0
Hantap,2023-08-31,-,,"0,31",-,0
Dayeuhkolot,2023-08-31,-,25.35,3.04,-,0
Hantap,2023-09-01,-,"1,93","0,3",-,0
Dayeuhkolot,2023-09-01,-,24.4,2.97,-,0
Hantap,2023-09-02,-,"2,26","0,33",-,0
Dayeuhkolot,2023-09-02,-,14.37,2.06,-,0
Hantap,2023-09-03,-,"2,16","0,32",-,0
Dayeuhkolot,2023-09-03,-,17.1,2.34,-,0
Hantap,2023-09-04,-,"2,23","0,32",-,0
Dayeuhkolot,2023-09-04,-,18.2,2.42,-,0
Hantap,2023-09-05,-,"2,28","0,33",-,0
Dayeuhkolot,2023-09-05,-,14.42,2.06,-,0
Hantap,2023-09-06,-,"2,16","0,31",-,0
Dayeuhkolot,2023-09-06,-,13.62,2,-,0
Hantap,2023-09-07,"17,5","2,39","0,33",-,0
Dayeuhkolot,2023-09-07,-,13.62,2,-,0
Hantap,2023-09-08,-,"2,46","0,34",-,0
Dayeuhkolot,2023-09-08,-,13.62,2,-,0
Hantap,2023-09-09,-,"2,45","0,34",-,0
Dayeuhkolot,2023-09-09,-,13.62,2,-,0
Hantap,2023-09-10,2,"2,47","0,34",-,0
Dayeuhkolot,2023-09-10,-,13.62,2,-,0
Hantap,2023-09-11,-,"2,5","0,34",-,0
Dayeuhkolot,2023-09-11,-,13.62,2,-,0
Hantap,2023-09-12,-,"2,42","0,33",-,0
Dayeuhkolot,2023-09-12,-,13.63,2,-,0
Hantap,2023-09-13,-,"2,32","0,31",-,0
Dayeuhkolot,2023-09-13,-,13.63,2,-,0
Hantap,2023-09-14,-,"2,17","0,3",-,0
Dayeuhkolot,2023-09-14,-,13.63,2,-,0
Hantap,2023-09-15,-,"2,24","0,3",-,0
Dayeuhkolot,2023-09-15,-,13.63,2,-,0
Hantap,2023-09-16,-,"2,25","0,3",-,0
Dayeuhkolot,2023-09-16,-,17.16,2.34,-,0
Hantap,2023-09-17,-,"2,32","0,31",-,0
Dayeuhkolot,2023-09-17,-,17.98,2.4,-,0
Hantap,2023-09-18,-,"2,34","0,31",-,0
Dayeuhkolot,2023-09-18,-,14.4,2.06,-,0
Hantap,2023-09-19,"3,5","2,32","0,3",-,0
Dayeuhkolot,2023-09-19,-,13.64,2,-,0
Hantap,2023-09-20,19,"2,41","0,31",-,0
Dayeuhkolot,2023-09-20,-,13.64,2,-,0
Hantap,2023-09-21,-,"2,57","0,33",-,0
Dayeuhkolot,2023-09-21,-,18.32,2.44,-,0
Hantap,2023-09-22,-,"2,45","0,31",-,0
Dayeuhkolot,2023-09-22,-,27.07,3.16,-,0
Hantap,2023-09-23,-,"2,58","0,32",-,0
Dayeuhkolot,2023-09-23,-,25.98,3.09,-,0
Hantap,2023-09-24,-,"2,47","0,31",-,0
Dayeuhkolot,2023-09-24,-,24.72,2.98,-,0
Hantap,2023-09-25,-,"2,42","0,3",-,0
Dayeuhkolot,2023-09-25,-,20.6,2.65,-,0
Hantap,2023-09-26,-,"2,44","0,3",-,0
Dayeuhkolot,2023-09-26,-,20.59,2.64,-,0
Hantap,2023-09-27,-,"2,48","0,3",-,0
Dayeuhkolot,2023-09-27,-,17.76,2.38,-,0
Hantap,2023-09-28,-,"2,44","0,3",-,0
Dayeuhkolot,2023-09-28,-,14.36,2.05,-,0
Hantap,2023-09-29,-,"2,38","0,3",-,0
Dayeuhkolot,2023-09-29,-,17.04,2.33,-,0
Hantap,2023-09-30,0,"3,26","0,3",-,0
Dayeuhkolot,2023-09-30,-,14.37,2.05,-,0
Hantap,2023-10-01,-,"2,45","0,29",-,0
Dayeuhkolot,2023-10-01,-,14.37,2.07,-,0
Hantap,2023-10-02,-,"2,52","0,3",-,0
Dayeuhkolot,2023-10-02,-,19.73,2.56,-,0
Hantap,2023-10-03,-,"2,57","0,3",-,0
Dayeuhkolot,2023-10-03,-,13.66,2,-,0
Hantap,2023-10-04,-,"2,45","0,28",-,0
Dayeuhkolot,2023-10-04,-,13.66,2,-,0
Hantap,2023-10-05,-,"2,49","0,29",-,0
Dayeuhkolot,2023-10-05,-,13.66,2,-,0
Hantap,2023-10-06,-,"2,54","0,29",-,0
Dayeuhkolot,2023-10-06,-,13.66,2,-,0
Hantap,2023-10-07,-,"2,6","0,29",-,0
Dayeuhkolot,2023-10-07,-,13.66,2,-,0
Hantap,2023-10-08,-,"2,61","0,29",-,0
Dayeuhkolot,2023-10-08,-,13.67,2,-,0
Hantap,2023-10-09,-,"2,61","0,29",-,0
Dayeuhkolot,2023-10-09,-,14.67,2.1,-,0
Hantap,2023-10-10,9,"2,69","0,3",-,0
Dayeuhkolot,2023-10-10,0,23.18,2.85,-,0
Hantap,2023-10-11,-,"2,65","0,29",-,0
Dayeuhkolot,2023-10-11,-,25.76,3.06,-,0
Hantap,2023-10-12,-,"2,68","0,29",-,0
Dayeuhkolot,2023-10-12,-,18.98,2.49,-,0
Hantap,2023-10-13,-,"2,77","0,3",-,0
Dayeuhkolot,2023-10-13,-,17.98,2.36,-,0
Hantap,2023-10-14,-,"2,76","0,3",-,0
Dayeuhkolot,2023-10-14,-,13.68,2,-,0
Hantap,2023-10-15,-,"2,75","0,29",-,0
Dayeuhkolot,2023-10-15,-,13.68,2,-,0
Hantap,2023-10-16,-,"2,77","0,29",-,0
Dayeuhkolot,2023-10-16,-,13.68,2,-,0
Hantap,2023-10-17,-,"2,74","0,29",-,0
Dayeuhkolot,2023-10-17,-,14.44,2.08,-,0
Hantap,2023-10-18,-,"2,76","0,29",-,0
Dayeuhkolot,2023-10-18,-,26.77,3.15,-,0
Hantap,2023-10-19,-,"2,73","0,28",-,0
Dayeuhkolot,2023-10-19,-,25.97,3.08,-,0
Hantap,2023-10-20,"1,5","2,78","0,29",-,0
Dayeuhkolot,2023-10-20,7,26.04,3.08,-,0
Hantap,2023-10-21,0,"3,93","0,38",-,0
Dayeuhkolot,2023-10-21,-,25.94,3.07,-,0
Hantap,2023-10-22,4,"3,26","0,32",-,0
Dayeuhkolot,2023-10-22,14.5,28.06,3.23,-,0
Hantap,2023-10-23,5,"3,05","0,3",-,0
Dayeuhkolot,2023-10-23,5,29.39,3.32,-,0
Hantap,2023-10-24,20,"4,49","0,41",-,0
Dayeuhkolot,2023-10-24,29,42.92,4.15,-,0
Hantap,2023-10-25,20,"4,21","0,39",-,0
Dayeuhkolot,2023-10-25,20.5,38.83,3.88,-,0
Hantap,2023-10-26,-,"3,99","0,38",-,0
Dayeuhkolot,2023-10-26,-,34.71,3.64,-,0
Hantap,2023-10-27,-,"3,28","0,31",-,0
Dayeuhkolot,2023-10-27,-,30.71,3.41,-,0
Hantap,2023-10-28,-,"3,24","0,31",-,0
Dayeuhkolot,2023-10-28,-,27.97,3.22,-,0
Hantap,2023-10-29,6,"3,21","0,41",-,0
Dayeuhkolot,2023-10-29,-,27.59,3.2,-,0
Hantap,2023-10-30,55,"6,52","0,47",-,0
Dayeuhkolot,2023-10-30,-,26.84,3.14,-,0
Hantap,2023-10-31,-,,"0,31",-,0
Dayeuhkolot,2023-10-31,0,27.12,3.16,-,0
Hantap,2023-11-01,11,"3,46","0,32",-,0
Dayeuhkolot,2023-11-01,-,27.27,3.17,-,0
Hantap,2023-11-02,2,"3,63","0,33",-,0
Dayeuhkolot,2023-11-02,-,28.07,3.23,-,0
Hantap,2023-11-03,1,"3,77","0,34",-,0
Dayeuhkolot,2023-11-03,1,27.99,3.22,-,0
Hantap,2023-11-04,"9,5","4,47","0,39",-,0
Dayeuhkolot,2023-11-04,-,32.11,3.5,-,0
Hantap,2023-11-05,1,"4,14","0,36",-,0
Dayeuhkolot,2023-11-05,-,29.37,3.31,-,0
Hantap,2023-11-06,0,"4,23","0,37",-,0
Dayeuhkolot,2023-11-06,-,28.47,3.25,-,0
Hantap,2023-11-07,-,"3,7","0,32",-,0
Dayeuhkolot,2023-11-07,-,28.21,3.23,-,0
Hantap,2023-11-08,-,"3,73","0,33",-,0
Dayeuhkolot,2023-11-08,0,27.45,3.18,-,0
Hantap,2023-11-09,-,"3,85","0,33",-,0
Dayeuhkolot,2023-11-09,-,27.4,3.18,-,0
Hantap,2023-11-10,-,"3,62","0,31",-,0
Dayeuhkolot,2023-11-10,-,26.83,3.13,-,0
Hantap,2023-11-11,57,"3,92","0,34",-,0
Dayeuhkolot,2023-11-11,5,29.59,3.33,-,0
Hantap,2023-11-12,9,"6,62","0,52",-,0
Dayeuhkolot,2023-11-12,15,34.32,3.63,-,0
Hantap,2023-11-13,-,"5,01","0,4",-,0
Dayeuhkolot,2023-11-13,0.5,32.84,3.54,-,0
Hantap,2023-11-14,"65,5","5,63","0,45",-,0
Dayeuhkolot,2023-11-14,34,32.34,3.51,-,0
Hantap,2023-11-15,"45,5","6,83","0,52",-,0
Dayeuhkolot,2023-11-15,-,36.22,3.76,-,0
Hantap,2023-11-16,13,"8,16","0,59",-,0
Dayeuhkolot,2023-11-16,19,37.85,3.85,-,0
Hantap,2023-11-17,-,"7,6","0,56",-,0
Dayeuhkolot,2023-11-17,22,41.27,4.04,-,0
Hantap,2023-11-18,-,"5,79","0,45",-,0
Dayeuhkolot,2023-11-18,1,35.6,3.7,-,0
Hantap,2023-11-19,-,"5,31","0,42",-,0
Dayeuhkolot,2023-11-19,-,33.19,3.56,-,0
Hantap,2023-11-20,0,"5,27","0,41",-,0
Dayeuhkolot,2023-11-20,-,30.9,3.41,-,0
Hantap,2023-11-21,"13,5","4,45","0,35",-,0
Dayeuhkolot,2023-11-21,3.5,29.71,3.33,-,0
Hantap,2023-11-22,"3,5","4,5","0,35",-,0
Dayeuhkolot,2023-11-22,2,30.41,3.39,-,0
Hantap,2023-11-23,-,"4,83","0,38",-,0
Dayeuhkolot,2023-11-23,1,30.86,3.41,-,0
Hantap,2023-11-24,6,"4,79","0,37",-,0
Dayeuhkolot,2023-11-24,11,30.09,3.36,-,0
Hantap,2023-11-25,"3,5","6,28","0,46",-,0
Dayeuhkolot,2023-11-25,-,37.74,3.85,-,0
Hantap,2023-11-26,"53,5","6,09","0,45",-,0
Dayeuhkolot,2023-11-26,12,36.09,3.74,-,0
Hantap,2023-11-27,11,"7,23","0,52",-,0
Dayeuhkolot,2023-11-27,30.5,46.52,4.33,-,0
Hantap,2023-11-28,0,"6,08","0,45",-,0
Dayeuhkolot,2023-11-28,26,54.09,4.71,-,0
Hantap,2023-11-29,"16,5","5,56","0,85",-,0
Dayeuhkolot,2023-11-29,-,39.93,3.94,-,0
Hantap,2023-11-30,"26,5","13,14","0,81",-,0
Dayeuhkolot,2023-11-30,21,40.34,3.97,-,0
Hantap,2023-12-01,3,"11,74","0,75",-,0
Dayeuhkolot,2023-12-01,7.5,93.54,6.31,-,0
Hantap,2023-12-02,0,"7,57","0,53",-,0
Dayeuhkolot,2023-12-02,1,61.84,5.15,-,0
Hantap,2023-12-03,"8,5","7,23","0,52",-,0
Dayeuhkolot,2023-12-03,21,42.14,4.38,-,0
Hantap,2023-12-04,48,"9,29","0,63",-,0
Dayeuhkolot,2023-12-04,2.5,43.43,4.59,-,0
Hantap,2023-12-05,50,"17,96","0,97",-,0
Dayeuhkolot,2023-12-05,66,45.03,4.63,-,0
Hantap,2023-12-06,78,"21,09","1,09",-,0
Dayeuhkolot,2023-12-06,8.5,43.86,4.52,-,0
Hantap,2023-12-07,-,"12,02","0,73",-,0
Dayeuhkolot,2023-12-07,-,49.09,4.73,-,0
Hantap,2023-12-08,53,"14,44","0,85",-,0
Dayeuhkolot,2023-12-08,19,43.16,4.38,-,0
Hantap,2023-12-09,19,"13,41","0,81",-,0
Dayeuhkolot,2023-12-09,3,53.93,4.87,-,0
Hantap,2023-12-10,-,"11,26","0,71",-,0
Dayeuhkolot,2023-12-10,4.5,49.31,4.58,-,0
Hantap,2023-12-11,56,"25,79","1,17",-,0
Dayeuhkolot,2023-12-11,-,49.85,4.56,-,0
Hantap,2023-12-12,-,"13,02","0,74",-,0
Dayeuhkolot,2023-12-12,-,56.98,4.85,-,0
Hantap,2023-12-13,-,8,"0,56",-,0
Dayeuhkolot,2023-12-13,-,45.23,4.21,-,0
Hantap,2023-12-14,3,"7,64","0,54",-,0
Dayeuhkolot,2023-12-14,-,42.62,4.02,-,0
Hantap,2023-12-15,-,"6,6","0,48",-,0
Dayeuhkolot,2023-12-15,-,42.67,3.97,-,0
Hantap,2023-12-16,-,"6,59","0,48",-,0
Dayeuhkolot,2023-12-16,58,39.52,3.74,-,0
Hantap,2023-12-17,"26,5","6,55","0,47",-,0
Dayeuhkolot,2023-12-17,-,45.4,4.02,-,0
Hantap,2023-12-18,-,"8,06","0,56",-,0
Dayeuhkolot,2023-12-18,9.5,45.89,3.98,-,0
Hantap,2023-12-19,-,"6,63","0,48",-,0
Dayeuhkolot,2023-12-19,-,45.02,3.88,-,0
Hantap,2023-12-20,-,"6,53","0,47",-,0
Dayeuhkolot,2023-12-20,-,40.97,3.6,-,0
Hantap,2023-12-21,-,"5,97","0,44",-,0
Dayeuhkolot,2023-12-21,-,39.59,3.47,-,0
Hantap,2023-12-22,-,"5,47","0,41",-,0
Dayeuhkolot,2023-12-22,-,40.08,3.44,-,0
Hantap,2023-12-23,"26,5","7,08","0,51",-,0
Dayeuhkolot,2023-12-23,6.5,51.13,3.96,-,0
Hantap,2023-12-24,10,"6,48","0,47",-,0
Dayeuhkolot,2023-12-24,15,77.19,5.03,-,0
Hantap,2023-12-25,7,"8,63","0,6",-,0
Dayeuhkolot,2023-12-25,52.5,85.88,5.27,-,0
Hantap,2023-12-26,17,"9,48","0,64",-,0
Dayeuhkolot,2023-12-26,4,84.82,5.21,-,0
Hantap,2023-12-27,29,"11,78","0,74",-,0
Dayeuhkolot,2023-12-27,7,98.07,5.61,-,0
Hantap,2023-12-28,"25,5","18,16","0,98",-,0
Dayeuhkolot,2023-12-28,15,94.45,5.42,-,0
Hantap,2023-12-29,-,"14,56","0,85",-,0
Dayeuhkolot,2023-12-29,19.5,76.01,4.69,-,0
Hantap,2023-12-30,-,"13,14","0,81",-,0
