Kecamatan,Tanggal,Curah Hujan,Debit Air,Muka Air,Tinggi Banjir,Banjir Ya/Tidak
Dayeuhkolot,2023-12-29,19.5,76.01,4.69,-,0
Hantap,2023-12-30,-,"13,14","0,81",-,0
Dayeuhkolot,2023-12-30,18.5,69.24,4.39,-,0
Hantap,2023-12-31,-,"18,68","0,99",-,0
Dayeuhkolot,2023-12-31,33,88.94,5.06,-,0
Cipaku,2024-11-01,0,1.16,1.26,-,0
Dayeuhkolot,2024-11-01,16.5,10.9,3.53,-,0
Baleendah,2024-11-02,31,22.9,4.21,"0,5",1
Dayeuhkolot,2024-11-02,31,22.9,4.21,"0,5",1
Cipaku,2024-11-03,22,1.25,1.29,-,0
Dayeuhkolot,2024-11-03,35,18.3,3.99,-,0
Cipaku,2024-11-04,3.5,1.32,1.31,-,0
Dayeuhkolot,2024-11-04,14,38.9,4.75,-,0
Arjasari,2024-11-05,26.5,3.29,1.87,0.5,1
Dayeuhkolot,2024-11-05,13,27.8,4.41,0.5,1
Cipaku,2024-11-06,-1,4.36,1.87,-,0
Dayeuhkolot,2024-11-06,-,27.3,4.39,-,0
Cipaku,2024-11-07,-3,2.53,1.59,-,0
Dayeuhkolot,2024-11-07,47.5,15.2,3.82,-,0
Cipaku,2024-11-08,3,2.17,1.52,-,0
Dayeuhkolot,2024-11-08,3,16.1,3.87,-,0
Ciwidey,2024-11-09,3.5,"16,3","0,51",0.5,1
Dayeuhkolot,2024-11-09,0,18.07,04.01,0.5,1
Cipaku,2024-11-10,-,3.55,1.76,-,0
Dayeuhkolot,2024-11-10,16,40.4,4.79,-,0
Bojongsoang,2024-11-11,43,92.1,5.84,0.5,1
Dayeuhkolot,2024-11-11,43,92.1,5.84,0.5,1
Cipaku,2024-11-12,0,11.2,2.48,-,0
Dayeuhkolot,2024-11-12,1.5,86,5.74,-,0
Cipaku,2024-11-13,-,6.23,02.08,-,0
Dayeuhkolot,2024-11-13,-,53,5.10,-,0
Cipaku,2024-11-14,0,3.76,1.79,-,0
Dayeuhkolot,2024-11-14,-,22.2,4.18,-,0
Cipaku,2024-11-15,-,3.9,1.81,-,0
Dayeuhkolot,2024-11-15,-,16.6,3.90,-,0
Cipaku,2024-11-16,5,3.76,1.79,-,0
Dayeuhkolot,2024-11-16,17,17.3,3.94,-,0
Cipaku,2024-11-17,22,4.13,1.84,-,0
Dayeuhkolot,2024-11-17,10,25.8,4.33,-,0
Cipaku,2024-11-18,19.5,5.64,02.02,-,0
Dayeuhkolot,2024-11-18,16,43.4,4.87,-,0
Dayeuhkolot,2024-11-19,38,77.4,5.59,1.5,1
Cipaku,2024-11-20,24,22.7,3.6,-,0
Dayeuhkolot,2024-11-20,22,106,06.06,-,0
Dayeuhkolot,2024-11-21,12.5,142,6.54,"1,3",1
Dayeuhkolot,2024-11-22,50,149,6.62,1.5,1
Cipaku,2024-11-23,28.5,28.4,3.27,-,0
Dayeuhkolot,2024-11-23,15,192,07.09,-,0
Cipaku,2024-11-24,1.5,22.5,3.5,1,1
Dayeuhkolot,2024-11-24,7,133,6.42,1,1
Cipaku,2024-11-25,6,13.7,2.63,-,0
Dayeuhkolot,2024-11-25,5,106,06.05,-,0
Cipaku,2024-11-26,7,17.9,2.85,-,0
Dayeuhkolot,2024-11-26,2.5,111,6.13,-,0
Cipaku,2024-11-27,10.5,20.08,2.98,-,0
Dayeuhkolot,2024-11-27,6.5,113,6.15,-,0
Cipaku,2024-11-28,7,21.5,03.01,-,0
Dayeuhkolot,2024-11-28,30.5,136,6.46,-,0
Cipaku,2024-11-29,1,28.07,3.28,-,0
Dayeuhkolot,2024-11-29,-,132,6.41,-,0
Cipaku,2024-11-30,0,18.6,2.88,-,0
Dayeuhkolot,2024-11-30,6,91.5,5.83,-,0
Cipaku,2024-12-01,5,21.3,3.00,-,0
Dayeuhkolot,2024-12-01,27.5,83.1,5.69,-,0
Cipaku,2024-12-02,1.5,24,3.11,-,0
Dayeuhkolot,2024-12-02,0,103,06.01,-,0
Cipaku,2024-12-03,8,12.2,2.54,-,0
Dayeuhkolot,2024-12-03,14,58.9,5.23,-,0
Cipaku,2024-12-04,4,15.5,2.73,-,0
Dayeuhkolot,2024-12-04,5.5,84.9,5.72,-,0
Cipaku,2024-12-05,8,12.8,2.58,-,0
Dayeuhkolot,2024-12-05,9.5,66.7,5.39,-,0
Cipaku,2024-12-06,-,14.6,2.68,-,0
Dayeuhkolot,2024-12-06,1.5,74.1,5.53,-,0
Cipaku,2024-12-07,0,9.38,2.35,-,0
Dayeuhkolot,2024-12-07,-,45,4.91,-,0
Cipaku,2024-12-08,-,10.6,2.44,-,0
Dayeuhkolot,2024-12-08,0,37.8,4.72,-,0
Cipaku,2024-12-09,-,14,2.65,-,0
Dayeuhkolot,2024-12-09,0,40.4,4.79,-,0
Cipaku,2024-12-10,,8.35,2.27,-,0
Dayeuhkolot,2024-12-10,1.5,36.1,4.67,-,0
Cipaku,2024-12-11,-,6.64,02.12,-,0
Dayeuhkolot,2024-12-11,0,27.6,4.40,-,0
Cipaku,2024-12-12,-,5.19,1.97,-,0
Dayeuhkolot,2024-12-12,-,23.1,4.22,-,0
Cipaku,2024-12-13,0,4.13,1.84,-,0
Dayeuhkolot,2024-12-13,0,19.05,04.05,-,0
Cipaku,2024-12-14,0,3.42,1.74,-,0
Dayeuhkolot,2024-12-14,04.05,18.07,04.01,-,0
Cipaku,2024-12-15,,3.42,1.74,-,0
Dayeuhkolot,2024-12-15,6,20.03,04.09,-,0
Cipaku,2024-12-16,0,3.49,1.75,-,0
Dayeuhkolot,2024-12-16,0,19.9,4.7,-,0
Cipaku,2024-12-17,0,3.42,1.74,-,0
Dayeuhkolot,2024-12-17,9.5,20.7,4.11,-,0
Cipaku,2024-12-18,3.5,3.49,1.75,-,0
Dayeuhkolot,2024-12-18,12.5,20.9,4.12,-,0
Cipaku,2024-12-19,0,3.62,1.77,-,0
Dayeuhkolot,2024-12-19,0,25,4.30,-,0
Cipaku,2024-12-20,-,3.62,1.77,-,0
Dayeuhkolot,2024-12-20,0,21.6,4.15,-,0
Cipaku,2024-12-21,0,3.62,1.77,-,0
Dayeuhkolot,2024-12-21,0,19.05,04.05,-,0
Cipaku,2024-12-22,2,2.32,1.55,-,0
Dayeuhkolot,2024-12-22,-,14.7,3.79,-,0
Cipaku,2024-12-23,2.5,2.37,1.56,-,0
Dayeuhkolot,2024-12-23,-,17.5,3.95,-,0
Cipaku,2024-12-24,4.5,2.64,1.61,-,0
Dayeuhkolot,2024-12-24,7.5,18.9,4.2,-,0
Cipaku,2024-12-25,,2.64,1.61,-,0
Dayeuhkolot,2024-12-25,12,20.5,4.10,-,0
Cipaku,2024-12-26,-,6.64,02.12,-,0
Dayeuhkolot,2024-12-26,-,35.4,4.65,-,0
Cipaku,2024-12-27,-,4.2,1.85,-,0
Dayeuhkolot,2024-12-27,0,20.9,4.12,-,0
Cipaku,2024-12-28,-,2.92,1.66,-,0
Dayeuhkolot,2024-12-28,-,17.9,3.97,-,0
Cipaku,2024-12-29,0,2.58,1.60,-,0
Dayeuhkolot,2024-12-29,-,16.1,3.87,-,0
Cipaku,2024-12-30,-,2.53,1.59,-,0
Dayeuhkolot,2024-12-30,0,15.4,3.83,-,0
Cipaku,2024-12-31,,2.42,1.57,-,0
Dayeuhkolot,2024-12-31,0,14.6,3.78,-,0
